"","number","name","year","theme","themeGroup","subtheme","category","packagingType","availability","ageRange","minifigs","pieces","retailPrice","pp","collections.ownedBy","collections.wantedBy"
"2905","70349","Ruina's Lock & Roller",2017,"Nexo Knights","Action/Adventure","Season 3","Normal","Box","Retail",8,3,208,19.99,0.0961057692307692,2227,586
"2906","70350","The Three Brothers",2017,"Nexo Knights","Action/Adventure","Season 3","Normal","Box","Retail",8,3,266,32.99,0.124022556390977,1595,562
"2907","70351","Clay's Falcon Fighter Blaster",2017,"Nexo Knights","Action/Adventure","Season 3","Normal","Box","Retail",8,3,523,49.99,0.0955831739961759,1529,689
"2908","70352","Jestro's Headquarters",2017,"Nexo Knights","Action/Adventure","Season 3","Normal","Box","Retail",9,7,840,99.99,0.119035714285714,1131,665
"2909","70353","The Heligoyle",2017,"Nexo Knights","Action/Adventure","Season 4","Normal","Box","Retail",8,3,318,32.99,0.10374213836478,974,568
"2910","70354","Axl's Rumble Maker",2017,"Nexo Knights","Action/Adventure","Season 4","Normal","Box","Retail",8,4,393,39.99,0.10175572519084,856,561
"2911","70355","Aaron's Rock Climber",2017,"Nexo Knights","Action/Adventure","Season 4","Normal","Box","Retail",8,5,598,59.99,0.100317725752508,953,650
"2912","70356","The Stone Colossus of Ultimate Destruction",2017,"Nexo Knights","Action/Adventure","Season 4","Normal","Box","Retail",8,5,785,69.99,0.0891592356687898,892,815
"2913","70357","Knighton Castle",2017,"Nexo Knights","Action/Adventure","Season 4","Normal","Box","Retail",9,11,1426,129.99,0.0911570827489481,994,871
"2914","70358","Aaron's Stone Destroyer",2017,"Nexo Knights","Action/Adventure","Season 3","Normal","Box","Retail - limited",8,2,251,24.99,0.0995617529880478,642,557
"2915","70359","Lance vs. Lightning",2017,"Nexo Knights","Action/Adventure","Season 3","Normal","Box","Retail - limited",8,2,257,24.99,0.0972373540856031,877,619
"2916","70361","Macy's Bot Drop Dragon",2017,"Nexo Knights","Action/Adventure","Season 4","Normal","Box","Retail - limited",7,3,153,14.99,0.0979738562091503,1123,469
"2917","70362","Battle Suit Clay",2017,"Nexo Knights","Action/Adventure","Battle Suits","Normal","Box","Retail",7,1,79,9.99,0.126455696202532,2690,507
"2918","70363","Battle Suit Macy",2017,"Nexo Knights","Action/Adventure","Battle Suits","Normal","Box","Retail",7,1,66,9.99,0.151363636363636,2078,480
"2919","70364","Battle Suit Aaron",2017,"Nexo Knights","Action/Adventure","Battle Suits","Normal","Box","Retail",7,1,80,9.99,0.124875,2309,509
"2920","70365","Battle Suit Axl",2017,"Nexo Knights","Action/Adventure","Battle Suits","Normal","Box","Retail",7,1,88,9.99,0.113522727272727,2642,512
"2921","70366","Battle Suit Lance",2017,"Nexo Knights","Action/Adventure","Battle Suits","Normal","Box","Retail",7,1,83,9.99,0.120361445783133,2219,476
"2922","70372","Combo NEXO Powers Wave 1",2017,"Nexo Knights","Action/Adventure","Combo NEXO Powers","Normal","Foil pack","Retail",7,0,10,3.99,0.399,1422,226
"2923","70373","Combo NEXO Powers Wave 2",2017,"Nexo Knights","Action/Adventure","Combo NEXO Powers","Normal","Foil pack","Retail",7,0,10,3.99,0.399,466,221
"2924","70606","Spinjitzu Training",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","Retail",6,2,109,9.99,0.091651376146789,6340,674
"2925","70607","NINJAGO City Chase",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","Retail",7,5,233,19.99,0.085793991416309,7426,996
"2926","70608","Master Falls",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","Retail",7,4,312,29.99,0.0961217948717949,5049,1355
"2927","70609","Manta Ray Bomber",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","Retail",7,4,341,29.99,0.0879472140762463,3978,891
"2928","70610","Flying Jelly Sub",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","Retail - limited",8,4,341,29.99,0.0879472140762463,3011,1155
"2929","70611","Water Strider",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","Retail",8,4,494,39.99,0.0809514170040486,4300,1071
"2930","70612","Green Ninja Mech Dragon",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","Retail",8,4,544,49.99,0.0918933823529412,7673,1601
"2931","70613","Garma Mecha Man",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","Retail - limited",8,4,747,59.99,0.0803078982597055,2496,1220
"2932","70614","Lightning Jet",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","Retail",9,6,876,59.99,0.0684817351598174,3320,1119
"2933","70615","Fire Mech",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","Retail",9,6,944,69.99,0.0741419491525424,4635,1433
"2934","70616","Ice Tank",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","Retail - limited",9,5,914,79.99,0.0875164113785558,1721,1286
"2935","70617","Temple of the Ultimate Ultimate Weapon",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","Retail",9,8,1403,99.99,0.0712687099073414,3832,1501
"2936","70618","Destiny's Bounty",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","Retail",9,7,2295,169.99,0.0740697167755991,10529,3101
"2937","70620","NINJAGO City",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","LEGO exclusive",16,19,4867,299.99,0.0616375590712965,10255,5020
"2938","70621","The Vermillion Attack",2017,"Ninjago","Action/Adventure","The Hands of Time","Normal","Box","Retail",6,3,83,9.99,0.120361445783133,4066,843
"2939","70622","Desert Lightning",2017,"Ninjago","Action/Adventure","The Hands of Time","Normal","Box","Retail",7,3,201,19.99,0.099452736318408,2386,717
"2940","70623","Destiny's Shadow",2017,"Ninjago","Action/Adventure","The Hands of Time","Normal","Box","Retail",7,3,360,29.99,0.0833055555555555,1924,918
"2941","70624","Vermillion Invader",2017,"Ninjago","Action/Adventure","The Hands of Time","Normal","Box","Retail",8,3,313,29.99,0.095814696485623,1615,727
"2942","70625","Samurai VXL",2017,"Ninjago","Action/Adventure","The Hands of Time","Normal","Box","Retail",7,4,428,39.99,0.0934345794392523,1560,1065
"2943","70626","Dawn of Iron Doom",2017,"Ninjago","Action/Adventure","The Hands of Time","Normal","Box","Retail",8,6,704,59.99,0.0852130681818182,2107,1233
"2944","70627","Dragon's Forge",2017,"Ninjago","Action/Adventure","The Hands of Time","Normal","Box","Retail",8,6,1137,79.99,0.0703518029903254,2363,1475
"2945","70628","Lloyd - Spinjitzu Master",2017,"The LEGO Ninjago Movie","Licensed","Spinjitzu Masters","Normal","Box","Retail",6,1,48,9.99,0.208125,1532,357
"2946","70629","Piranha Attack",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","Retail",7,4,217,19.99,0.0921198156682028,4133,947
"2947","70631","Garmadon's Volcano Lair",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","Retail",8,5,521,49.99,0.0959500959692898,2366,1000
"2948","70632","Quake Mech",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","Retail",9,5,1202,79.99,0.0665474209650582,2739,1281
"2949","70656","garmadon, Garmadon, GARMADON!",2017,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","Retail - limited",9,6,830,79.99,0.0963734939759036,2383,1713
"2950","70900","The Joker Balloon Escape",2017,"The LEGO Batman Movie","Licensed",NA,"Normal","Box","Retail",6,2,124,14.99,0.120887096774194,11964,1443
"2951","70901","Mr. Freeze Ice Attack",2017,"The LEGO Batman Movie","Licensed",NA,"Normal","Box","Retail",7,3,201,24.99,0.124328358208955,9056,1326
"2952","70902","Catwoman Catcycle Chase",2017,"The LEGO Batman Movie","Licensed",NA,"Normal","Box","Retail",7,3,139,24.99,0.17978417266187,10134,1270
"2953","70903","The Riddler Riddle Racer",2017,"The LEGO Batman Movie","Licensed",NA,"Normal","Box","Retail",7,5,254,34.99,0.137755905511811,8378,1526
"2954","70904","Clayface Splat Attack",2017,"The LEGO Batman Movie","Licensed",NA,"Normal","Box","Retail",8,2,448,34.99,0.0781026785714286,7338,1568
"2955","70905","The Batmobile",2017,"The LEGO Batman Movie","Licensed",NA,"Normal","Box","Retail",8,5,581,59.99,0.103253012048193,7117,1835
"2956","70906","The Joker Notorious Lowrider",2017,"The LEGO Batman Movie","Licensed",NA,"Normal","Box","Retail",8,3,433,49.99,0.115450346420323,9475,2218
"2957","66586","2-in-1 Value Pack",2018,"City","Modern day","Product Collection","Collection","Box","Retail - limited",NA,0,165,19.99,0.121151515151515,16,29
"2958","66591","2-in-1 Value Pack: Han Solo & Chewbacca ",2018,"BrickHeadz","Licensed","Star Wars","Collection","Box","Retail",NA,0,290,17.59,0.0606551724137931,146,406
"2959","66596","Super Pack 2-in-1",2018,"Star Wars","Licensed","Product Collection","Collection","Box","Retail - limited",NA,0,201,39.99,0.198955223880597,351,472
"2960","66597","2-in-1 Super Pack",2018,"Star Wars","Licensed","Product Collection","Collection","Box","Retail - limited",NA,0,205,39.99,0.195073170731707,323,425
"2961","70633","Kai - Spinjitzu Master",2018,"Ninjago","Action/Adventure","Spinjitzu Masters","Normal","Box","Retail",6,1,61,9.99,0.163770491803279,1591,344
"2962","70634","Nya - Spinjitzu Master",2018,"Ninjago","Action/Adventure","Spinjitzu Masters","Normal","Box","Retail",6,1,69,9.99,0.144782608695652,1048,343
"2963","70635","Jay - Spinjitzu Master",2018,"Ninjago","Action/Adventure","Spinjitzu Masters","Normal","Box","Retail",6,1,68,9.99,0.146911764705882,1472,340
"2964","70636","Zane - Spinjitzu Master",2018,"Ninjago","Action/Adventure","Spinjitzu Masters","Normal","Box","Retail",6,1,69,9.99,0.144782608695652,1264,353
"2965","70637","Cole - Spinjitzu Master",2018,"Ninjago","Action/Adventure","Spinjitzu Masters","Normal","Box","Retail",6,1,73,9.99,0.136849315068493,1204,328
"2966","70638","Katana V11",2018,"Ninjago","Action/Adventure","Sons of Garmadon","Normal","Box","Retail",8,2,257,19.99,0.0777821011673152,3482,609
"2967","70639","Street Race of Snake Jaguar",2018,"Ninjago","Action/Adventure","Sons of Garmadon","Normal","Box","Retail",7,2,308,29.99,0.0973701298701299,2836,781
"2968","70640","S.O.G. Headquarters",2018,"Ninjago","Action/Adventure","Sons of Garmadon","Normal","Box","Retail",9,5,530,39.99,0.0754528301886793,1325,596
"2969","70641","Ninja Nightcrawler",2018,"Ninjago","Action/Adventure","Sons of Garmadon","Normal","Box","Retail",9,3,552,39.99,0.072445652173913,2632,875
"2970","70642","Killow vs. Samurai X",2018,"Ninjago","Action/Adventure","Sons of Garmadon","Normal","Box","Retail",9,3,556,49.99,0.089910071942446,1643,986
"2971","70643","Temple of Resurrection",2018,"Ninjago","Action/Adventure","Sons of Garmadon","Normal","Box","Retail",8,9,765,69.99,0.0914901960784314,2880,1603
"2972","70644","Golden Dragon Master",2018,"Ninjago","Action/Adventure","Dragon Masters","Normal","Box","Retail",NA,1,92,14.99,0.162934782608696,1526,425
"2973","70645","Cole - Dragon Master",2018,"Ninjago","Action/Adventure","Dragon Masters","Normal","Box","Retail",NA,1,92,14.99,0.162934782608696,801,356
"2974","70646","Jay - Dragon Master",2018,"Ninjago","Action/Adventure","Dragon Masters","Normal","Box","Retail",NA,1,92,14.99,0.162934782608696,829,375
"2975","70647","Kai - Dragon Master",2018,"Ninjago","Action/Adventure","Dragon Masters","Normal","Box","Retail",NA,1,92,14.99,0.162934782608696,902,364
"2976","70648","Zane - Dragon Master",2018,"Ninjago","Action/Adventure","Dragon Masters","Normal","Box","Retail",NA,1,92,14.99,0.162934782608696,791,361
"2977","70650","Destiny's Wing",2018,"Ninjago","Action/Adventure","Hunted","Normal","Box","Retail",NA,2,181,19.99,0.110441988950276,2380,654
"2978","70651","Throne Room Showdown",2018,"Ninjago","Action/Adventure","Hunted","Normal","Box","Retail",NA,5,221,19.99,0.0904524886877828,3589,894
"2979","70652","Stormbringer",2018,"Ninjago","Action/Adventure","Hunted","Normal","Box","Retail",NA,4,493,39.99,0.0811156186612576,4072,1084
"2980","70653","Firstbourne",2018,"Ninjago","Action/Adventure","Hunted","Normal","Box","Retail",NA,6,882,69.99,0.0793537414965986,2837,1168
"2981","70654","Dieselnaut",2018,"Ninjago","Action/Adventure","Hunted","Normal","Box","Retail",NA,7,1179,99.99,0.0848091603053435,2023,1262
"2982","70655","Dragon Pit",2018,"Ninjago","Action/Adventure","Hunted","Normal","Box","Retail",NA,9,1660,139.99,0.0843313253012048,1634,1320
"2983","70657","NINJAGO City Docks",2018,"The LEGO Ninjago Movie","Licensed",NA,"Normal","Box","LEGO exclusive",12,14,3553,229.99,0.0647312130593864,7649,3908
"2984","70658","Oni Titan",2018,"Ninjago","Action/Adventure","Hunted","Normal","Box","{Not specified}",8,4,522,49.99,0.0957662835249042,1318,1294
"2985","66584","Bonus/Value pack",2019,"Creator","Model making",NA,"Collection","Box","Retail - limited",NA,0,218,16.99,0.0779357798165138,14,42
"2986","66587","Bonus/Value pack",2019,"City","Modern day","Product Collection","Collection","Box","Retail - limited",NA,0,125,12.99,0.10392,12,59
"2987","66593","2-in-1 Value Pack: Star-Lord & Gamora",2019,"BrickHeadz","Licensed","Miscellaneous","Collection","Box","Retail - limited",NA,0,249,19.99,0.080281124497992,52,216
"2988","70418","J.B.'s Ghost Lab",2019,"Hidden Side","Action/Adventure",NA,"Normal","Box","Retail",7,3,174,19.99,0.114885057471264,6212,939
"2989","70419","Wrecked Shrimp Boat",2019,"Hidden Side","Action/Adventure",NA,"Normal","Box","Retail",7,4,310,29.23,0.0942903225806452,8836,1425
"2990","70420","Graveyard Mystery",2019,"Hidden Side","Action/Adventure",NA,"Normal","Box","Retail",7,4,335,29.23,0.0872537313432836,7083,1306
"2991","70421","El Fuego's Stunt Truck",2019,"Hidden Side","Action/Adventure",NA,"Normal","Box","Retail",8,4,428,38.98,0.0910747663551402,3572,868
"2992","70422","Shrimp Shack Attack",2019,"Hidden Side","Action/Adventure",NA,"Normal","Box","Retail",8,5,579,48.73,0.0841623488773748,5468,1361
"2993","70423","Paranormal Intercept Bus 3000",2019,"Hidden Side","Action/Adventure",NA,"Normal","Box","Retail",8,5,689,58.48,0.0848766328011611,6095,1447
"2994","70424","Ghost Train Express",2019,"Hidden Side","Action/Adventure",NA,"Normal","Box","Retail",8,6,698,77.97,0.111704871060172,4226,1415
"2995","70425","Newbury Haunted High School",2019,"Hidden Side","Action/Adventure",NA,"Normal","Box","Retail",9,8,1474,116.97,0.0793554952510176,4496,1667
"2996","70659","Spinjitzu Kai",2019,"Ninjago","Action/Adventure","Spinjitzu","Normal","Box","Retail",NA,1,97,9.99,0.102989690721649,1225,417
"2997","70660","Spinjitzu Jay",2019,"Ninjago","Action/Adventure","Spinjitzu","Normal","Box","Retail",NA,1,97,9.99,0.102989690721649,1221,426
"2998","70661","Spinjitzu Zane",2019,"Ninjago","Action/Adventure","Spinjitzu","Normal","Box","Retail",NA,1,109,9.99,0.091651376146789,1054,418
"2999","70662","Spinjitzu Cole",2019,"Ninjago","Action/Adventure","Spinjitzu","Normal","Box","Retail",NA,1,117,9.99,0.0853846153846154,1124,406
"3000","70663","Spinjitzu Nya & Wu",2019,"Ninjago","Action/Adventure","Spinjitzu","Normal","Box","Retail",NA,2,227,19.99,0.0880616740088106,842,447
"3001","70664","Spinjitzu Lloyd vs. Garmadon",2019,"Ninjago","Action/Adventure","Spinjitzu","Normal","Box","Retail",NA,2,208,19.99,0.0961057692307692,1409,491
"3002","70665","The Samurai Mech",2019,"Ninjago","Action/Adventure","General","Normal","Box","Retail",7,3,154,14.61,0.0948701298701299,4199,809
"3003","70666","The Golden Dragon",2019,"Ninjago","Action/Adventure","The Final Battle","Normal","Box","Retail",7,3,171,19.49,0.113976608187134,4544,859
"3004","70667","Kai's Blade Cycle & Zane's Snowmobile",2019,"Ninjago","Action/Adventure","Rise of the Snakes","Normal","Box","Retail",8,4,376,29.99,0.0797606382978723,1903,711
"3005","70668","Jay's Storm Fighter",2019,"Ninjago","Action/Adventure","Rise of the Snakes","Normal","Box","Retail",9,4,490,38.98,0.0795510204081633,2851,1030
"3006","70669","Cole's Earth Driller ",2019,"Ninjago","Action/Adventure","The Final Battle","Normal","Box","Retail",8,4,587,49.99,0.0851618398637138,1576,1046
"3007","70670","Monastery of Spinjitzu",2019,"Ninjago","Action/Adventure","General","Normal","Box","Retail",9,8,1070,77.97,0.0728691588785047,3293,1766
"3008","70671","Lloyd's Journey",2019,"Ninjago","Action/Adventure","Secrets of the Forbidden Spinjitzu","Normal","Box","Retail",6,2,81,14.61,0.18037037037037,4159,912
"3009","70672","Cole's Dirt Bike",2019,"Ninjago","Action/Adventure","Secrets of the Forbidden Spinjitzu","Normal","Box","Retail",8,3,212,19.49,0.0919339622641509,2579,581
"3010","70673","Shuricopter",2019,"Ninjago","Action/Adventure","Secrets of the Forbidden Spinjitzu","Normal","Box","Retail",8,3,361,29.23,0.0809695290858726,2125,672
"3011","70674","Fire Fang",2019,"Ninjago","Action/Adventure","Secrets of the Forbidden Spinjitzu","Normal","Box","Retail",8,4,463,43.86,0.0947300215982721,2759,883
"3012","70675","Katana 4X4",2019,"Ninjago","Action/Adventure","Secrets of the Forbidden Spinjitzu","Normal","Box","Retail",8,5,450,48.73,0.108288888888889,1392,663
"3013","70676","Lloyd's Titan Mech",2019,"Ninjago","Action/Adventure","Secrets of the Forbidden Spinjitzu","Normal","Box","Retail",9,6,876,68.23,0.0778881278538813,2671,1333
"3014","70677","Land Bounty",2019,"Ninjago","Action/Adventure","Secrets of the Forbidden Spinjitzu","Normal","Box","Retail",9,9,1178,126.71,0.107563667232598,1581,1100
"3015","70678","Castle of the Forsaken Emperor",2019,"Ninjago","Action/Adventure","Secrets of the Forbidden Spinjitzu","Normal","Box","Retail",9,7,1218,97.47,0.0800246305418719,1563,1156
"3016","70679","The Ultra Dragon",2019,"Ninjago","Action/Adventure","Rise of the Snakes","Normal","Box","Retail - limited",9,6,951,87.72,0.0922397476340694,1558,1286
